service,property,property_class,property_type
AarhusPollutionData194905,Property-7bda1b6e-2f00-419f-abac-8c2bd525fae6,API,air_pollution
AarhusPollutionData194931,Property-89b2d3dc-10ba-4860-ac30-82ebfb327321,API,air_pollution
AarhusPollutionData194960,Property-46181e7f-9b6c-447e-ae21-40a47b14b5f9,API,air_pollution
AarhusPollutionData194986,Property-da805aff-5e67-470d-9a6e-f982a8832bde,API,air_pollution
AarhusPollutionData195015,Property-ecc43a5d-d143-43d6-8cbb-84cab2587b23,API,air_pollution
AarhusPollutionData195041,Property-0f50b21e-abe4-4695-a808-619b5408a548,API,air_pollution
AarhusPollutionData195070,Property-bb1ae42a-ba9c-424e-8a15-eea08958a768,API,air_pollution
AarhusPollutionData195096,Property-58091362-b0aa-422e-87ed-5a4f161db68b,API,air_pollution
AarhusPollutionData195124,Property-35e3f6a0-dbe2-40f2-9123-645693fa124f,API,air_pollution
AarhusPollutionData195150,Property-0b3fbf5d-d21d-4f15-b008-2a99e7f8b35f,API,air_pollution
AarhusPollutionData195178,Property-df9fe386-4fe3-45fd-8467-99a56466f8d1,API,air_pollution
AarhusPollutionData195204,Property-097e7bd1-0231-4cc7-9f00-9581139fd428,API,air_pollution
AarhusPollutionData195233,Property-bacf8efb-7af5-44f1-a5b1-5c9edd616300,API,air_pollution
AarhusPollutionData195259,Property-3051cf6d-70a8-48d0-b90d-a152674e9553,API,air_pollution
AarhusPollutionData195286,Property-c2618a9a-9249-4fbd-ae88-49c3377417e9,API,air_pollution
AarhusPollutionData195312,Property-20f3f06c-ae9b-445a-bbd5-2980a51bb295,API,air_pollution
AarhusPollutionData195339,Property-302d1846-dc52-46a8-99e8-93a1a8427d27,API,air_pollution
AarhusPollutionData195365,Property-fe49d86d-1914-4809-9a92-36f60edf4900,API,air_pollution
AarhusPollutionData195392,Property-7923ac11-fb06-4fc1-8269-02cd54ed993d,API,air_pollution
AarhusPollutionData195418,Property-529f0019-0c71-4cc4-aad8-a95b041e89bd,API,air_pollution
AarhusPollutionData195446,Property-3955dc81-4343-4f1b-94f5-f6dbbcd92478,API,air_pollution
AarhusPollutionData195472,Property-9b38eba5-64c4-48fa-b1ff-fdef52d1fc4e,API,air_pollution
AarhusPollutionData195499,Property-da3690b8-ec19-442c-b86c-fc7068914a61,API,air_pollution
AarhusPollutionData195525,Property-023c2888-3835-4e57-aa25-825eb7b7bd64,API,air_pollution
AarhusPollutionData195552,Property-719ff831-100d-41d2-bfdc-6505f46f9933,API,air_pollution
AarhusPollutionData195578,Property-a2240d63-cc21-4add-bffe-0341e169ec4b,API,air_pollution
AarhusPollutionData195605,Property-c2eb8fcb-652c-4376-86c0-8e49c7cd6ef0,API,air_pollution
AarhusPollutionData195631,Property-f86aa83d-9cc3-4f8c-aeba-714ab937fc44,API,air_pollution
AarhusPollutionData195658,Property-6dd825fc-4a5c-4f7a-af01-a631e9b41898,API,air_pollution
AarhusPollutionData195684,Property-faf929aa-5b47-403e-a12c-c6161d07d6d1,API,air_pollution
AarhusPollutionData195711,Property-608b1fe7-c11f-40bf-8546-529bd8f2ca27,API,air_pollution
AarhusPollutionData195737,Property-0aeefd0c-b86e-49e4-aff4-7a161f579ce6,API,air_pollution
AarhusPollutionData195764,Property-a9f4c292-7688-4c1e-8136-f4dbbc950c61,API,air_pollution
AarhusPollutionData195790,Property-e3098ff6-4ead-4265-a91d-9e5c185dcb22,API,air_pollution
AarhusPollutionData195817,Property-9d86337c-18c3-4f9a-bb97-9ff80d697ad1,API,air_pollution
AarhusPollutionData195843,Property-85898aa4-f2b9-4b83-9a17-49d5d8313efe,API,air_pollution
AarhusPollutionData195870,Property-fb6af0f3-bc46-402c-9d8c-74e1da3b5c54,API,air_pollution
AarhusPollutionData195896,Property-2c82895f-dd7e-4c56-a1fa-291ffb46b472,API,air_pollution
AarhusPollutionData195923,Property-d442ece1-5898-4fb5-94bb-c296ae80d1aa,API,air_pollution
AarhusPollutionData197274,Property-9e012c19-7e34-4c2a-a0ec-181a945c5b30,API,air_pollution
AarhusPollutionData197302,Property-3e6496cc-2f46-4635-93dd-8034fbaf9267,API,air_pollution
AarhusPollutionData197328,Property-c8498d96-a070-4d8a-aa1b-c4b7b39dcec9,API,air_pollution
AarhusPollutionData197355,Property-5f2172ec-7990-4c33-867f-a3069b6d182f,API,air_pollution
AarhusPollutionData197381,Property-d7f9969b-2f11-4fde-a2c8-4e2443d27df3,API,air_pollution
AarhusPollutionData197408,Property-6fb0e852-66fe-4fc5-ab76-4b7590798040,API,air_pollution
AarhusPollutionData197434,Property-5ab3fd73-d8b4-470c-8670-1840199f2923,API,air_pollution
AarhusPollutionData197463,Property-e310e860-90ce-40a4-954a-1ad13ed6a88f,API,air_pollution
AarhusPollutionData197489,Property-44c88c8e-c381-490c-ab82-df7e39795d6f,API,air_pollution
AarhusPollutionData197518,Property-b4bf3759-74b9-4dff-84fb-be5c138ce26e,API,air_pollution
AarhusPollutionData197544,Property-7bf19486-3319-4b0a-b2b8-93f1214ad6cd,API,air_pollution
AarhusPollutionData197572,Property-430ecccf-ac9a-47df-8fbd-ec71c1b08e6e,API,air_pollution
AarhusPollutionData197598,Property-e1db3950-b72f-411f-9d7f-2e98334d38c2,API,air_pollution
AarhusPollutionData197626,Property-87bf19d1-1813-4cd3-8f34-f14b11bc8b4e,API,air_pollution
AarhusPollutionData197652,Property-50a201be-05ff-4648-8073-6b9a9054375c,API,air_pollution
AarhusPollutionData197679,Property-7d57cf3a-7535-4e36-b757-b4a19982ef2d,API,air_pollution
AarhusPollutionData197705,Property-904f7064-cb3c-4a50-8bcc-bfcdc3bda2d9,API,air_pollution
AarhusPollutionData197734,Property-52922cbc-e4cb-403a-adcd-2a7bd6fdeeb6,API,air_pollution
AarhusPollutionData197760,Property-24560b77-7255-47b9-bcd8-db1767b35ff9,API,air_pollution
AarhusPollutionData197788,Property-bb1461fd-d366-4f64-bafd-3f7c712fb724,API,air_pollution
AarhusPollutionData197814,Property-5c6406c6-47f6-4723-ad15-b1abc9e13050,API,air_pollution
AarhusPollutionData197842,Property-56692bfb-01c6-4a93-ae47-7e91be472729,API,air_pollution
AarhusPollutionData197868,Property-3c4fd964-0a72-410b-963b-b6fff3a4300b,API,air_pollution
AarhusPollutionData197896,Property-fcfa448e-c5c7-4ce7-a5bc-275dc6a70c0f,API,air_pollution
AarhusPollutionData197922,Property-fc986210-4c54-41af-86fb-2b43a15768a9,API,air_pollution
AarhusPollutionData197951,Property-2e7348bb-f453-4b60-8471-6f79477ed4f6,API,air_pollution
AarhusPollutionData197977,Property-0cb5de69-9668-4e75-8836-dd78251d2f91,API,air_pollution
AarhusPollutionData198005,Property-796d5ce6-71b6-4fa7-b6a0-b383780d4118,API,air_pollution
AarhusPollutionData198031,Property-316b4520-3418-4fd6-9352-4c7da69e427e,API,air_pollution
AarhusPollutionData198059,Property-b74ab94b-1a09-45de-b9f2-3ab1b35a9c14,API,air_pollution
AarhusPollutionData198085,Property-51aba075-eb6f-425a-ab4e-55056b92aa9f,API,air_pollution
AarhusPollutionData198113,Property-48a7f03a-b54a-4a63-90e1-6f3e8ba36173,API,air_pollution
AarhusPollutionData198139,Property-7c3ffa1b-7302-4eae-88f2-afd30ea8986b,API,air_pollution
AarhusPollutionData198167,Property-04a2277e-0e71-49d6-80f3-b149ab469b98,API,air_pollution
AarhusPollutionData198193,Property-d087e7e4-2018-4488-89cb-9c8d0fc5bfbc,API,air_pollution
AarhusPollutionData198221,Property-8858ac30-d5dc-427d-b415-05f9d2b70de9,API,air_pollution
AarhusPollutionData198247,Property-3779f2a9-79b0-4c73-913d-601e0b160efe,API,air_pollution
AarhusPollutionData198275,Property-52050588-39d1-4ff8-a9aa-54fec3531368,API,air_pollution
AarhusPollutionData198301,Property-77db6d96-529b-4fa1-b47f-1b5fae82ad6b,API,air_pollution
AarhusPollutionData198330,Property-2745dfcd-8aae-4dc2-8b96-1aad3e5bbf76,API,air_pollution
AarhusPollutionData201183,Property-7f6e72f0-3bd0-4cd8-8b20-fffb1ec0c9ad,API,air_pollution
AarhusPollutionData201211,Property-09f5b9f5-dfd0-4ad4-92a2-608695abbfa4,API,air_pollution
AarhusPollutionData201237,Property-813bb60b-257d-41f2-86e8-a85705af1384,API,air_pollution
AarhusPollutionData201265,Property-04fa1dd3-ad50-4714-85e4-30c11217b2fc,API,air_pollution
AarhusPollutionData201291,Property-7fa3cf76-ccbd-4feb-9012-85c1224447c8,API,air_pollution
AarhusPollutionData201319,Property-b5f5313a-54de-42ec-bbb2-2f9c850b8231,API,air_pollution
AarhusPollutionData201345,Property-392d366c-fb8f-4331-b9ca-6e567dd7df93,API,air_pollution
AarhusPollutionData201373,Property-4becd274-3c88-4ffa-8d7a-90766d435a4d,API,air_pollution
AarhusPollutionData201399,Property-9ec5c9c5-a38f-48cf-9b5c-cdcc7a8e3fd2,API,air_pollution
AarhusPollutionData201427,Property-ce498a03-b433-474f-9489-566fb14a0728,API,air_pollution
AarhusPollutionData201453,Property-448f6b6f-4bba-4d29-a780-7dc9c539ca96,API,air_pollution
AarhusPollutionData201481,Property-9938eb19-caf5-4160-a337-2a4066f195ae,API,air_pollution
AarhusPollutionData201507,Property-20d74eeb-5465-4902-8e13-3aeefa1aa791,API,air_pollution
AarhusPollutionData201535,Property-daa34024-d7b7-4658-92db-2e88ecd98abd,API,air_pollution
AarhusPollutionData201561,Property-3a19a738-2e47-40b9-9cb5-4c52ed899cc3,API,air_pollution
AarhusPollutionData201589,Property-5548b303-c442-487e-abee-2b7a99543df1,API,air_pollution
AarhusPollutionData201615,Property-28f0cfed-9be0-443d-b308-19d3e1d4a7b7,API,air_pollution
AarhusPollutionData201643,Property-28089639-35ea-4a40-8e8b-9cd6b195ffdf,API,air_pollution
AarhusPollutionData201669,Property-5295f49c-35ea-4a9a-adaa-9b4e95aeadb7,API,air_pollution
AarhusPollutionData201696,Property-4e0c9496-b4cc-4656-8786-9817eb12967d,API,air_pollution
AarhusPollutionData201722,Property-511fd780-cc8f-475a-929c-d6f13e224c10,API,air_pollution
AarhusPollutionData201749,Property-b1d5df07-1d22-4b13-828b-d221f8d5c196,API,air_pollution
AarhusPollutionData201775,Property-106f35e5-3b0b-4bcc-a944-43890de868e5,API,air_pollution
AarhusPollutionData201802,Property-363ea62d-5bd4-431b-8e89-51fef0ae7a96,API,air_pollution
AarhusPollutionData201828,Property-ccbcd021-08bd-46b5-a9e2-caac4d1c8c90,API,air_pollution
AarhusPollutionData201855,Property-b005d877-16aa-4f25-ba94-e70ad39ca4e0,API,air_pollution
AarhusPollutionData201881,Property-381d51fb-112e-404e-a943-008564c590de,API,air_pollution
AarhusPollutionData201908,Property-d540fb50-254d-42d7-95b5-1ca22fe97c32,API,air_pollution
AarhusPollutionData201934,Property-5418c61f-ecff-4530-94eb-1bedd9a36cc6,API,air_pollution
AarhusPollutionData201961,Property-276970af-3d8f-4bef-8734-801175d50793,API,air_pollution
AarhusPollutionData203530,Property-def37bff-fd4a-44e1-9b49-dd4c45f1841a,API,air_pollution
AarhusPollutionData203557,Property-afb1d21b-b5e2-4e55-b5ce-be06fbe0e26c,API,air_pollution
AarhusPollutionData203583,Property-f6214656-ff7f-4137-82dd-0761f6b1e110,API,air_pollution
AarhusPollutionData203610,Property-b4a38a9b-1f59-4f0f-9888-796b2a15d282,API,air_pollution
AarhusPollutionData203636,Property-d430fe8a-39b0-4b61-baf2-e72930099e9a,API,air_pollution
AarhusPollutionData203663,Property-04c8bb10-15cf-4a6c-81c3-dfb31572f66c,API,air_pollution
AarhusPollutionData203689,Property-1a64ed43-27ea-496d-b060-53550f639c02,API,air_pollution
AarhusPollutionData203716,Property-7d2216cf-1669-4ce6-b5e2-ac8c4ca3c9ae,API,air_pollution
AarhusPollutionData203742,Property-5e48b04f-f094-449a-ad8c-6d936a2d3ec8,API,air_pollution
AarhusPollutionData203769,Property-06c41156-d6b2-4c42-b8a5-bf5d994cbaab,API,air_pollution
AarhusPollutionData203795,Property-1085fb79-b028-4bbb-8e56-0126de0a2734,API,air_pollution
AarhusPollutionData203822,Property-cf53d6ce-b34e-441a-a795-09c1260f6a22,API,air_pollution
AarhusPollutionData203848,Property-7863ea43-fb6a-44c6-9bf9-93b8d8bc1629,API,air_pollution
AarhusPollutionData203875,Property-504aca67-1318-4bf9-89d0-586205e90ff7,API,air_pollution
AarhusPollutionData203901,Property-89565e74-672b-49bd-bcc1-52917e992b8f,API,air_pollution
AarhusPollutionData203928,Property-960ef94d-be34-4700-8380-6be0ef20f545,API,air_pollution
AarhusPollutionData203954,Property-2d28e13b-6257-4514-bff8-35a547300917,API,air_pollution
AarhusPollutionData203981,Property-096627a6-db39-4dd9-8be9-14e472d95fdc,API,air_pollution
AarhusPollutionData204007,Property-4bbfa55c-acbe-46d6-982c-3624b4f35ede,API,air_pollution
AarhusPollutionData204034,Property-d2e2048d-39fb-48c0-974f-d7c88bbdf388,API,air_pollution
AarhusPollutionData204060,Property-67929dd1-79d7-4fed-98b6-fc5b1e024907,API,air_pollution
AarhusPollutionData204087,Property-6c1ccd12-2f55-4e73-825f-ff982ce8c0da,API,air_pollution
AarhusPollutionData204113,Property-97b066f9-c512-4118-8768-f4e9b2a0064a,API,air_pollution
AarhusPollutionData204140,Property-1fe5ba42-10e9-4bba-b106-431bacb118a2,API,air_pollution
AarhusPollutionData204166,Property-f642fa76-7cbe-4ff5-8a02-6bd89171cabf,API,air_pollution
AarhusPollutionData204193,Property-8be70f8e-6b08-4036-b381-29ef3e350eac,API,air_pollution
AarhusPollutionData204219,Property-19c87797-0088-47c5-90d4-c2721bd89e50,API,air_pollution
AarhusPollutionData204247,Property-afd64669-8190-4d17-91e3-92c83c987447,API,air_pollution
AarhusPollutionData204273,Property-607900d0-8ecb-4ce3-8dbe-9dc1c026308d,API,air_pollution
AarhusPollutionData204300,Property-a23c8f62-0fc8-4090-8cfc-d6e0d3d0b83a,API,air_pollution
AarhusPollutionData205997,Property-3eff52d1-3203-4988-9e65-9d5569385e91,API,air_pollution
AarhusPollutionData206025,Property-d9fa1cf2-f5be-473a-a89d-84867716e999,API,air_pollution
AarhusPollutionData206051,Property-a539f8e6-ba25-42ae-be1a-34522a4e14ec,API,air_pollution
AarhusPollutionData206078,Property-e6a0cd8d-928a-41f4-a500-96c3c5fd92b9,API,air_pollution
AarhusPollutionData206104,Property-2453257c-9cda-41e0-86ba-1eb598541a71,API,air_pollution
AarhusPollutionData206131,Property-590b8679-1c55-4fe9-b2eb-c885e9bc9bb2,API,air_pollution
AarhusPollutionData206157,Property-bf8d6089-483d-4a14-8a57-306895991ac2,API,air_pollution
AarhusPollutionData206184,Property-c36d309c-86c7-4537-8b04-c8eeb92832a8,API,air_pollution
AarhusPollutionData206210,Property-187dd743-8ec3-4a28-aa8e-aaa1f67d4b2c,API,air_pollution
AarhusPollutionData206237,Property-fd5f1d03-c661-4095-a6d8-341bd0a9254c,API,air_pollution
AarhusPollutionData206263,Property-10ba894d-376f-4b28-8022-9c86791fc889,API,air_pollution
AarhusPollutionData206290,Property-5f77fec7-91f0-447c-b728-bb7d4de77220,API,air_pollution
AarhusPollutionData206316,Property-c444e355-d438-49e3-86f0-239ba820fd83,API,air_pollution
AarhusPollutionData206343,Property-be7f35ba-7748-4c19-845c-decd15961148,API,air_pollution
AarhusPollutionData206369,Property-c17d1305-3162-4da4-9907-6302993a5e7d,API,air_pollution
AarhusPollutionData206396,Property-02401cd8-3549-4692-ae3c-b3f5fedf1c10,API,air_pollution
AarhusPollutionData206422,Property-1bbf1568-d832-4cec-a92c-68fdacf4287e,API,air_pollution
AarhusPollutionData206449,Property-462a4dc3-a657-4f9c-a7e4-19eb2da31bc7,API,air_pollution
AarhusPollutionData206475,Property-b521ce5d-277e-4061-9cc4-e01dd875ea22,API,air_pollution
AarhusPollutionData206502,Property-e0e6b03a-9c95-41ba-be5a-37a373d36979,API,air_pollution
AarhusPollutionData209721,Property-b921bd9f-13cf-4fd4-a4c1-6b2d47da629d,API,air_pollution
AarhusPollutionData209748,Property-00b54364-8bd3-4302-854c-0d04f6205633,API,air_pollution
AarhusPollutionData209774,Property-7293e8af-bfee-44b1-948b-f8d1e0dc9217,API,air_pollution
AarhusPollutionData209801,Property-61011f7d-4bfa-491f-91e8-b26ea007fb6b,API,air_pollution
AarhusPollutionData209827,Property-dc81b0bd-4223-442a-b01f-12ca35f9f7d5,API,air_pollution
AarhusPollutionData209854,Property-6e7b7b43-b59a-4267-a276-1575bb2aef07,API,air_pollution
AarhusPollutionData209880,Property-97f16c50-abcf-441d-842d-a82ecd1b2df5,API,air_pollution
AarhusPollutionData209907,Property-69cc1840-a5a7-44cd-8657-546adef80334,API,air_pollution
AarhusPollutionData209933,Property-de02bb7a-5222-4e31-9ccb-376db95ab282,API,air_pollution
AarhusPollutionData209960,Property-4a319183-51a6-4ba8-bbdb-fcc0b903305c,API,air_pollution
AarhusPollutionData209986,Property-33b896fe-6530-4e3b-9b8b-aa29d2130e88,API,air_pollution
AarhusPollutionData210013,Property-f43304fa-8f64-44a5-8b6f-a48adf3f3f36,API,air_pollution
AarhusPollutionData210040,Property-de018999-2d2f-4bdb-8a5b-f08edf0205a3,API,air_pollution
AarhusPollutionData210067,Property-b114c11d-6105-4300-97ae-2d47bc36cf5b,API,air_pollution
AarhusPollutionData210093,Property-8261f935-df1d-41b3-8a9a-c5c366aa9866,API,air_pollution
AarhusPollutionData210120,Property-f4296517-7e60-4f23-b4d7-c007f448ae58,API,air_pollution
AarhusPollutionData210146,Property-7b0e9ce8-c07d-422c-b30b-7e8ea94577cb,API,air_pollution
AarhusPollutionData210173,Property-62a53b65-e16c-414e-9915-18c7ea83f82f,API,air_pollution
AarhusPollutionData210199,Property-a94480d6-3bd4-426d-ad77-16285e2850a4,API,air_pollution
AarhusTrafficData158324,Property-30344f0b-4275-4dbd-8568-78f7da2bbff1,CongestionLevel,traffic_report
AarhusTrafficData158324,Property-3059bcb3-db0c-4d8f-948a-49fc27a2d15c,AvgSpeed,traffic_report
AarhusTrafficData158324,Property-99f37f4d-377e-48a4-93b5-796d5c887fe8,VehicleCount,traffic_report
AarhusTrafficData158324,Property-ccf6c991-ab0d-4bb3-9173-e298e91a884d,MeasureTime,traffic_report
AarhusTrafficData158324,Property-cdddc8fb-9191-4abd-a2d7-afd41f7085f6,EstimatedTime,traffic_report
AarhusTrafficData158355,Property-2221bfd8-4274-4e03-9f00-9e84f24d63cc,VehicleCount,traffic_report
AarhusTrafficData158355,Property-30643a14-6ebd-4d16-8a30-0143152132fe,MeasureTime,traffic_report
AarhusTrafficData158355,Property-30b345b9-3135-429c-a9b4-407ae993bbea,EstimatedTime,traffic_report
AarhusTrafficData158355,Property-a8cd18da-ff56-42e0-ac6f-e8d149c6571f,AvgSpeed,traffic_report
AarhusTrafficData158355,Property-b43cdbbb-5cc6-4a45-9000-becb053dc014,CongestionLevel,traffic_report
AarhusTrafficData158386,Property-0665f72e-ecc8-436a-bf78-cba45ef6407f,VehicleCount,traffic_report
AarhusTrafficData158386,Property-3904c8f5-4c92-43b2-bae4-83a0b717f613,MeasureTime,traffic_report
AarhusTrafficData158386,Property-3c3543aa-be75-41eb-a976-452eb8b1044f,CongestionLevel,traffic_report
AarhusTrafficData158386,Property-cad4e7eb-8fe3-4e1d-9168-986c03a09505,AvgSpeed,traffic_report
AarhusTrafficData158386,Property-e3747a11-e397-476d-8cd8-b8ae3840a78b,EstimatedTime,traffic_report
AarhusTrafficData158415,Property-1476381c-b4ca-4b8d-b6a2-e3b5bd46b107,MeasureTime,traffic_report
AarhusTrafficData158415,Property-51ca8a98-26a9-4b3b-9383-b6a5d5c44b47,EstimatedTime,traffic_report
AarhusTrafficData158415,Property-8b977a83-8c07-4c15-926b-8050c0f9c8b4,AvgSpeed,traffic_report
AarhusTrafficData158415,Property-c7966c29-ebf8-403a-90d1-afebb017ff90,CongestionLevel,traffic_report
AarhusTrafficData158415,Property-da28c0bd-b61b-4472-a69b-afcf321c405d,VehicleCount,traffic_report
AarhusTrafficData158446,Property-1b035d31-b5a8-4141-b7c7-45de5aaf1399,AvgSpeed,traffic_report
AarhusTrafficData158446,Property-2c49ed4d-c315-4e2e-9ed0-2b4f721c8628,EstimatedTime,traffic_report
AarhusTrafficData158446,Property-351295cf-919a-48b1-b8ef-6c1220fc7603,VehicleCount,traffic_report
AarhusTrafficData158446,Property-643bc800-ddf5-4b75-96a0-b29e8d92eb7a,MeasureTime,traffic_report
AarhusTrafficData158446,Property-f1740e41-831b-44c0-880f-f7caa4e80f11,CongestionLevel,traffic_report
AarhusTrafficData158475,Property-28f1e7c8-0017-41a9-b3a2-604e39ec54f0,CongestionLevel,traffic_report
AarhusTrafficData158475,Property-3600645f-4d0e-43ca-bfd6-40a7384cff7e,MeasureTime,traffic_report
AarhusTrafficData158475,Property-52a24cff-c5f6-43c5-891b-113ab6e590c5,AvgSpeed,traffic_report
AarhusTrafficData158475,Property-ebf689f0-987c-4e81-b514-8ea71c15c896,VehicleCount,traffic_report
AarhusTrafficData158475,Property-ffbc53cd-9742-4674-b086-02de74c3efa2,EstimatedTime,traffic_report
AarhusTrafficData158505,Property-283b5c24-426c-4f36-a7b1-7c75c453981c,VehicleCount,traffic_report
AarhusTrafficData158505,Property-54da83d7-aaab-47d7-84b4-565ce83bab38,MeasureTime,traffic_report
AarhusTrafficData158505,Property-b54c9052-e54b-4e53-a264-d2c0f416731e,AvgSpeed,traffic_report
AarhusTrafficData158505,Property-b9f96475-bd7f-4868-8a3b-4d01ff8f9359,CongestionLevel,traffic_report
AarhusTrafficData158505,Property-e5b42f86-b15d-44f7-8595-60c9f83cfc33,EstimatedTime,traffic_report
AarhusTrafficData158536,Property-33fa6fdf-65b3-4032-96d2-97af857c08d7,CongestionLevel,traffic_report
